run_id,reg_type,reg_value,l1,beta,alpha,temp,travel,eps,peak_fraction,pruning_fraction,correlation,age_cap,peak_age,decay_rate,modularity,modularity_louvain,modularity_leiden,efficiency,rich_club,small_worldness,participation,z_mod,z_eff,z_rc,baseline_stay,reward_modulation,timescale_balance,fitted_alpha_hl,fitted_beta_hl,beta0,beta1,std_X,mean_accuracy,fraction_solved,n_tasks_solved,n_tasks_total,mean_speed,switch_rate,entropy,dist_synaptic,dist_network,dist_cognitive,norm_dist_synaptic,norm_dist_network,norm_dist_cognitive,grand_distance,human_syn_peak,human_syn_decay,human_syn_corr,human_net_modularity,human_net_efficiency,human_net_rich_club,human_cog_baseline_stay,human_cog_reward_mod,human_cog_timescale_bal,path
run_612_dist-1e-05_beta0.0001_alpha0.01_trav500_blk1_temp0.0001_eps-0.01,Distance,1e-05,,0.0001,0.01,0.0001,500,-0.01,0.0053333333333333,0.784185770189803,-0.358373012246847,75,0.4,0.343636964925602,0.6796734804053717,0.6796734804053717,0.6796609622246922,0.7365831768014253,0.3693094934619649,0.5295903115127478,0.3571428634227447,6.132123348560477,6.475540084336308,-12.278721194704541,0.9980021518382024,0.2884938595277708,0.0001999600079984,1.0,5000.0,-6.21368475021734,-28.85500469835044,0.1840589771308969,0.4305,0.1,2.0,20.0,264.7,3.98,0.7333,1.42521731411061,15.175722398722684,0.3282469169661188,0.9990607747194299,0.6684437095041458,0.44233269937971603,1.2808581659571823,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_612_dist-1e-05_beta0.0001_alpha0.01_trav500_blk1_temp0.0001_eps-0.01
run_613_dist-1e-05_beta0.0001_alpha0.01_trav500_blk1_temp0.001,Distance,1e-05,,0.0001,0.01,0.001,500,0.0,1.0,0.0,0.995405162497544,3,3.0,0.0,0.3162402361591129,0.3162402361591129,0.3137734548651024,0.5861439126847421,1.0847074983943157,0.5674020854666673,0.482964428353246,-11.411136779867862,-0.7756422491263362,-3.6906645588116627,0.8778197238510715,0.9881672515543136,0.0001428367376089,1.0,7000.0,-1.971943619242744,-43.28253434317112,0.1482482729326514,0.9653,1.0,20.0,20.0,1366.2,76.29,2.9632,1.02056858501551,12.018180743904267,0.7186511658178627,0.7154067180528068,0.5293637499999886,0.968426186684966,1.3152497979875621,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_613_dist-1e-05_beta0.0001_alpha0.01_trav500_blk1_temp0.001
run_614_dist-1e-05_beta0.0001_alpha0.01_trav500_blk1_temp0.001_eps-0.01,Distance,1e-05,,0.0001,0.01,0.001,500,-0.01,0.0053333333333333,0.771222294532333,-0.358373012184483,75,0.4,0.2905785458904,0.2243041701668987,0.2243041701668987,0.2261404767081227,0.4666958918393982,1.158062464885416,0.0287435616930116,0.3424963348642762,-15.848976043116194,-6.533044637435304,-2.8100685795019826,0.9975561087520982,0.3107228065484474,0.0140845070422535,1.0,70.0,-6.011716853823542,-23.69703013169107,0.2200713211161945,0.4944,0.1,2.0,20.0,264.2,4.77,0.8488,1.42136251543512,17.371447817366793,0.31512590317577144,0.9963586056445854,0.7651586338634992,0.42465133468594835,1.3260946278710415,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_614_dist-1e-05_beta0.0001_alpha0.01_trav500_blk1_temp0.001_eps-0.01
run_615_dist-1e-05_beta0.0001_alpha0.01_trav500_blk1_temp0.01,Distance,1e-05,,0.0001,0.01,0.01,500,0.0,1.0,0.0,0.998202638282752,3,3.0,0.0,0.3252980468505939,0.3252980468505939,0.3256442770294033,0.5880158672985858,1.0186073710747716,0.5714358476912158,0.5249669004694071,-10.973907848089022,-0.6854139147573296,-4.484169199789316,0.4881444348262705,0.3739931103962895,0.0002856326763781,2.0,7000.0,0.0474311509055335,-8.974417492583601,0.0876419909035003,0.9775,1.0,20.0,20.0,1030.7,110.97,2.9957,1.02055982416418,11.874519742087758,0.41920094045792633,0.7154005767978345,0.5230359264906845,0.564898781956906,1.0509401503125853,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_615_dist-1e-05_beta0.0001_alpha0.01_trav500_blk1_temp0.01
run_616_dist-1e-05_beta0.0001_alpha0.01_trav500_blk1_temp0.01_eps-0.01,Distance,1e-05,,0.0001,0.01,0.01,500,-0.01,1.0,0.0,0.997129777888872,3,3.0,0.0,0.3035922511504128,0.3035922511504128,0.3229957938310341,0.5868709473223944,1.0298092851920713,0.6403699608750013,0.4570476506096617,-12.021666759226987,-0.7405991322159059,-4.349694862138802,0.709744391209147,0.3109691594926258,0.0002856326763781,2.0,7000.0,-0.8941429484430746,-9.312519336012349,0.0830131004406714,0.9708,1.0,20.0,20.0,1270.8,95.54,2.9947,1.02056227755285,12.805811342443661,0.28371844247714895,0.7154022965947813,0.5640564456868151,0.3823278697776153,0.987995303583281,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_616_dist-1e-05_beta0.0001_alpha0.01_trav500_blk1_temp0.01_eps-0.01
run_617_dist-1e-05_beta0.0001_alpha0.01_trav500_blk1_temp1.0_eps-0.01,Distance,1e-05,,0.0001,0.01,1.0,500,-0.01,1.0,0.0,0.99739497316307,3,3.0,0.0,0.3074590392023293,0.3074590392023293,0.3105349912212841,0.5921786523183881,1.0458865431352498,0.5722911403223694,0.5555774216275607,-11.835013309851549,-0.4847674055442753,-4.156694041876615,0.501775140802921,0.0079140086406915,0.0099009900990099,5.0,500.0,-0.0071005930449245,-0.4629719515657677,0.034188998256476,0.9645,1.0,20.0,20.0,1000.5,111.3,2.9957,1.02056156617507,12.553112954148624,0.5095304301824725,0.7154017979272245,0.552925862007196,0.6866232672704268,1.1353317808072767,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_617_dist-1e-05_beta0.0001_alpha0.01_trav500_blk1_temp1.0_eps-0.01
run_618_dist-1e-05_beta0.0001_alpha0.03_trav500_blk1_temp0.0001_eps-0.01,Distance,1e-05,,0.0001,0.03,0.0001,500,-0.01,0.0441960117419288,0.742527653482563,0.316270300320722,75,3.31470088064466,0.0247966425611611,0.2007904406109404,0.2007904406109404,0.2116822496009938,0.5696117879093965,1.0156891928494365,0.7110315537101017,0.7451387082274985,-16.984005600044064,-1.572491740576967,-4.519200720285627,0.9948474141796214,0.2880193686981938,0.3333333333333333,1.0,2.0,-5.263090683106119,-30.02553507269802,0.1451561450211619,0.4925,0.1,2.0,20.0,305.5,8.62,1.0417,0.786175074308531,17.64517927499579,0.20134477667630085,0.5510995909377713,0.7772156592978143,0.2713243414329678,0.9906522288086514,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_618_dist-1e-05_beta0.0001_alpha0.03_trav500_blk1_temp0.0001_eps-0.01
run_619_dist-1e-05_beta0.0001_alpha0.03_trav500_blk1_temp0.001,Distance,1e-05,,0.0001,0.03,0.001,500,0.0,1.0,0.0,0.995679200480017,3,3.0,0.0,0.3148375622832048,0.3148375622832048,0.3337369092467873,0.5678027032260939,1.0929060653965244,0.5495192643630203,0.384226438208417,-11.4788451501669,-1.6596897401971107,-3.5922441588906584,0.8655596005673691,0.9937252114752037,0.0001428367376089,1.0,7000.0,-1.8622552608931853,-48.91164864466635,0.1421196415050606,0.9638,0.95,19.0,20.0,1213.0,80.34,2.9732,1.02056738802363,12.141773927738475,0.7227206387151176,0.7154058789754092,0.5348076480959711,0.9739100491027238,1.321486123982311,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_619_dist-1e-05_beta0.0001_alpha0.03_trav500_blk1_temp0.001
run_620_dist-1e-05_beta0.0001_alpha0.03_trav500_blk1_temp0.001_eps-0.01,Distance,1e-05,,0.0001,0.03,0.001,500,-0.01,0.0688958324415252,0.884784736429974,0.512320263868443,72,4.96049993578981,0.0186426192245498,0.2416312201076099,0.2416312201076099,0.2421118068943925,0.5600648153321979,1.018032436374195,0.4117812935162644,0.4754625793889658,-15.012583255223085,-2.0326564409050767,-4.491071052655062,0.9934587364832456,0.2198546045558547,0.032258064516129,1.0,30.0,-5.023062182555703,-24.29508927631553,0.1546585824206542,0.4862,0.1,2.0,20.0,341.1,10.23,1.4837,0.720922752865058,15.801236261816785,0.3156440883699556,0.5053584719041179,0.6959956636060527,0.42534962077448374,0.9595412699705479,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_620_dist-1e-05_beta0.0001_alpha0.03_trav500_blk1_temp0.001_eps-0.01
run_621_dist-1e-05_beta0.0001_alpha0.03_trav500_blk1_temp0.01,Distance,1e-05,,0.0001,0.03,0.01,500,0.0,1.0,0.0,0.998018360216365,3,3.0,0.0,0.3090477625868846,0.3090477625868846,0.3208300538790752,0.5755532756114716,1.0646231154402008,0.5858647192092536,0.4094240678155128,-11.758324157032922,-1.286111646173174,-3.9317692545442298,0.5740385398026515,0.9165284444708977,0.0001428367376089,1.0,7000.0,-0.298347663422446,-19.88029412097528,0.1596607310291385,0.9715,1.0,20.0,20.0,1431.5,106.38,2.9955,1.02056016534309,12.464793605161118,0.6904039762639781,0.7154008159602856,0.5490356674117038,0.9303613794942561,1.295689309989595,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_621_dist-1e-05_beta0.0001_alpha0.03_trav500_blk1_temp0.01
run_622_dist-1e-05_beta0.0001_alpha0.03_trav500_blk1_temp0.01_eps-0.01,Distance,1e-05,,0.0001,0.03,0.01,500,-0.01,1.0,0.0,0.997285894129963,3,3.0,0.0,0.3151409943823154,0.3151409943823154,0.3201172099905711,0.581934781522337,1.1026820057592277,0.5868519190376605,0.5292737490225228,-11.464198201022079,-0.9785226454328879,-3.474888045335454,0.7584668548680906,0.9135698596680946,0.0001428367376089,1.0,7000.0,-1.144292388973399,-21.981013765994724,0.1644635419372686,0.9687,1.0,20.0,20.0,1035.6,93.29,2.9931,1.02056185043316,12.019159450126207,0.6485840511374958,0.7154019971888421,0.5294068589868506,0.8740064850141234,1.2473808463219445,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_622_dist-1e-05_beta0.0001_alpha0.03_trav500_blk1_temp0.01_eps-0.01
run_623_dist-1e-05_beta0.0001_alpha0.03_trav500_blk1_temp1.0_eps-0.01,Distance,1e-05,,0.0001,0.03,1.0,500,-0.01,1.0,0.0,0.997343765439595,3,3.0,0.0,0.3159572808597763,0.3159572808597763,0.3275220002268553,0.5844088637076552,1.0761899560820871,0.5715852169860756,0.530195175729309,-11.42479529487596,-0.8592717228825133,-3.7929141251673166,0.4999617274975299,0.0,0.3333333333333333,1.0,2.0,0.0001530900101793,0.0723260833397733,0.0770874350465774,0.9772,1.0,20.0,20.0,1159.0,111.38,2.9957,1.02056169816965,12.06857460450318,0.45255939498021924,0.715401890453891,0.5315834439446938,0.6098513297899885,1.0799534560284159,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_623_dist-1e-05_beta0.0001_alpha0.03_trav500_blk1_temp1.0_eps-0.01
run_624_dist-1e-05_beta0.0001_alpha0.1_trav500_blk1_temp0.0001_eps-0.01,Distance,1e-05,,0.0001,0.1,0.0001,500,-0.01,0.0419202121129156,0.74956536628774,0.255190809330767,75,3.14401590846867,0.0205053937397202,0.458715695113454,0.458715695113454,0.4553888341433222,0.8230443193299829,1.07124461446429,0.5806862648287385,0.4223318226110503,-4.533714095168179,10.642972788259955,-3.8522809022685416,0.9883167118885904,0.7096718156384674,0.0066225165562913,1.0,150.0,-4.437843750802035,-19.07955423315413,0.2794568343483395,0.5169,0.1,2.0,20.0,299.2,14.71,1.4725,0.843111401451012,12.192928336472393,0.49822450130994256,0.591011294606726,0.5370608418374743,0.6713878399786681,1.0433073995036728,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_624_dist-1e-05_beta0.0001_alpha0.1_trav500_blk1_temp0.0001_eps-0.01
run_625_dist-1e-05_beta0.0001_alpha0.1_trav500_blk1_temp0.001,Distance,1e-05,,0.0001,0.1,0.001,500,0.0,1.0,0.0,0.99624234281045,3,3.0,0.0,0.3071957374423824,0.3071957374423824,0.3146386360239486,0.5761645884688013,1.0699263911782937,0.5773089997575787,0.5414695255427872,-11.84772313026603,-1.2566463266150496,-3.8681056266329317,0.7836164015271344,0.9999765930173824,0.0001428367376089,1.0,7000.0,-1.28686686538497,-80.88946055524971,0.1486325375963119,0.9703,0.95,19.0,20.0,1338.2,92.54,2.9903,1.02056515920172,12.52636996501481,0.7267143854219085,0.7154043165971514,0.5517479159173716,0.9792918658697523,1.3323819487983395,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_625_dist-1e-05_beta0.0001_alpha0.1_trav500_blk1_temp0.001
run_626_dist-1e-05_beta0.0001_alpha0.1_trav500_blk1_temp0.001_eps-0.01,Distance,1e-05,,0.0001,0.1,0.001,500,-0.01,0.0588642155575567,0.924438383485725,0.616457606933321,72,4.23822352014408,0.0287970117659027,0.1997051408006371,0.1997051408006371,0.2123414816085748,0.5621484020751525,1.0143933350289522,0.4014139699559008,0.5878516226722458,-17.036394029531227,-1.9322274241223898,-4.534756956503305,0.9945940999099028,0.9999998319489708,0.0140845070422535,1.0,70.0,-5.214843747755089,-112.5313186359416,0.185070102048236,0.5133,0.1,2.0,20.0,380.8,14.37,1.4785,0.687177746943227,17.735169720150214,0.7449201359851714,0.4817036149041419,0.7811794605191661,1.0,1.3573060532351329,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_626_dist-1e-05_beta0.0001_alpha0.1_trav500_blk1_temp0.001_eps-0.01
run_627_dist-1e-05_beta0.0001_alpha0.1_trav500_blk1_temp0.01,Distance,1e-05,,0.0001,0.1,0.01,500,0.0,1.0,0.0,0.997689765812851,3,3.0,0.0,0.29258382491732,0.29258382491732,0.3002206491930596,0.6054779153864368,1.0361594799927043,0.6263622362451744,0.5062592650615829,-12.553053714243415,0.15625794095243678,-4.273463404655291,0.6358401620240659,0.9999999958776928,0.0001428367376089,1.0,7000.0,-0.5573543276100216,-71.15940863980423,0.2901453713269855,0.9719,1.0,20.0,20.0,1382.2,102.67,2.995,1.02056085627996,13.26145028146315,0.7465669047997443,0.7154013002990021,0.5841259339517266,1.0,1.3612502074139345,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_627_dist-1e-05_beta0.0001_alpha0.1_trav500_blk1_temp0.01
run_628_dist-1e-05_beta0.0001_alpha0.1_trav500_blk1_temp0.01_eps-0.01,Distance,1e-05,,0.0001,0.1,0.01,500,-0.01,1.0,0.0,0.996794333330959,3,3.0,0.0,0.2763717732194748,0.2763717732194748,0.2829532314786629,0.59718906564582,1.037529589932412,0.5728834100482731,0.5641620607812802,-13.33562450173613,-0.24326515666966786,-4.2570158025114715,0.7709235160083321,0.9999079365296952,0.0001428367376089,1.0,7000.0,-1.2135332285941995,-68.00834192772105,0.155732364556122,0.9685,1.0,20.0,20.0,1396.2,93.62,2.9923,1.02056327608222,14.000722921713253,0.7271972858262092,0.7154029965522658,0.6166886109037837,0.979942603556309,1.3610267435135568,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_628_dist-1e-05_beta0.0001_alpha0.1_trav500_blk1_temp0.01_eps-0.01
run_629_dist-1e-05_beta0.0001_alpha0.1_trav500_blk1_temp1.0_eps-0.01,Distance,1e-05,,0.0001,0.1,1.0,500,-0.01,1.0,0.0,0.997633276673131,3,3.0,0.0,0.3208201008963214,0.3208201008963214,0.3193224043841857,0.5878867011560716,1.0616748706698806,0.5863952505867873,0.5442761722988263,-11.190062456839165,-0.6916397312433389,-3.967161711455511,0.4949060725738802,0.0307966791640082,0.08,20.0,230.0,0.0203764146962287,-8.117423379311553,0.007590984548086,0.9735,1.0,20.0,20.0,1086.7,111.63,2.9957,1.02056098571726,11.89261263771062,0.46793208394827857,0.7154013910330451,0.5238328626725717,0.630566963834065,1.0880324968431174,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_629_dist-1e-05_beta0.0001_alpha0.1_trav500_blk1_temp1.0_eps-0.01
run_630_dist-1e-05_beta0.001_alpha0.01_trav500_blk1_temp0.0001_eps-0.01,Distance,1e-05,,0.001,0.01,0.0001,500,-0.01,0.0357721172074979,0.909947468067607,0.374611035776917,75,2.68290879056234,0.134920767847925,0.206808263183897,0.206808263183897,0.2206408800835315,0.5682592219675384,1.0113099138552888,0.7326462536570417,0.7443980923171881,-16.69351971721555,-1.637685507111463,-4.571772150128617,0.9980591981287048,0.5931734054660843,0.0009990009990009,1.0,1000.0,-6.242711367919813,-24.40069036516204,0.2712964984038721,0.4853,0.1,2.0,20.0,256.1,3.96,0.6897,0.836487294517004,17.385531771043386,0.42249118266958274,0.5863678726248338,0.7657789885321415,0.5693325835978984,1.1199930053666143,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_630_dist-1e-05_beta0.001_alpha0.01_trav500_blk1_temp0.0001_eps-0.01
run_631_dist-1e-05_beta0.001_alpha0.01_trav500_blk1_temp0.001,Distance,1e-05,,0.001,0.01,0.001,500,0.0,1.0,0.0,0.998085192930878,3,3.0,0.0,0.2731712666782109,0.2731712666782109,0.2822890812131149,0.5986118651661592,1.0734342714595784,0.5403218720495235,0.5284635969216737,-13.490115923985009,-0.1746861270757671,-3.825994977288231,0.8635204903639262,0.9928500813612744,0.0001428367376089,1.0,7000.0,-1.844843135935732,-42.80933402281576,0.1589218437083072,0.9616,0.95,19.0,20.0,1183.2,79.81,2.9729,1.02056003776113,14.023265684275593,0.7217517570689727,0.7154007265268142,0.6176815499833039,0.9726044221135052,1.3562035461609794,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_631_dist-1e-05_beta0.001_alpha0.01_trav500_blk1_temp0.001
run_632_dist-1e-05_beta0.001_alpha0.01_trav500_blk1_temp0.001_eps-0.01,Distance,1e-05,,0.001,0.01,0.001,500,-0.01,0.0053333333333333,0.618460124405871,-0.358373012184153,75,0.4,0.249012387278892,0.207794752720991,0.207794752720991,0.2205435734701078,0.5666570813701439,1.004477433929578,0.7001326409861159,0.7131818049653776,-16.64590095135635,-1.7149087883057903,-4.65379324071183,0.9970894897147636,0.0524439797529697,0.032258064516129,1.0,30.0,-5.8365121033636935,-20.77143080646235,0.1418031972772245,0.5002,0.1,2.0,20.0,348.7,5.46,1.3812,1.38429830130686,17.369073727803386,0.40485110309337674,0.970377022264472,0.765054062549346,0.5455615027044818,1.3507689059181422,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_632_dist-1e-05_beta0.001_alpha0.01_trav500_blk1_temp0.001_eps-0.01
run_633_dist-1e-05_beta0.001_alpha0.01_trav500_blk1_temp0.01,Distance,1e-05,,0.001,0.01,0.01,500,0.0,1.0,0.0,0.997217302617776,3,3.0,0.0,0.3255465558480916,0.3255465558480916,0.3278161270301557,0.5838109338861914,1.027732196004894,0.566124794069077,0.4623091157433082,-10.961912088052266,-0.8880919792398285,-4.374629457223347,0.4822985477123349,0.3125305892334981,0.0019960079840319,2.0,1000.0,0.0708354132731185,-7.901183801507769,0.0819471231885442,0.9756,1.0,20.0,20.0,1221.8,111.42,2.9957,1.02056203515201,11.83594554219403,0.4198147147381594,0.7154021266746093,0.5213368521012975,0.5657258801569276,1.050541806730591,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_633_dist-1e-05_beta0.001_alpha0.01_trav500_blk1_temp0.01
run_634_dist-1e-05_beta0.001_alpha0.01_trav500_blk1_temp0.01_eps-0.01,Distance,1e-05,,0.001,0.01,0.01,500,-0.01,1.0,0.0,0.997087927376104,3,3.0,0.0,0.2901366332162841,0.2901366332162841,0.3038831251052534,0.5842953137346227,1.039912250466231,0.6023425226096375,0.5701111323817407,-12.671181929741262,-0.8647448389819091,-4.228412950018921,0.7018822442403223,0.2755393356420841,0.0008688097306689,2.0,2300.0,-0.8562770846991705,-7.98209915861689,0.0841008939016294,0.9659,1.0,20.0,20.0,1174.0,96.12,2.9947,1.02056239611101,13.386041655733598,0.2898029895475935,0.7154023797026736,0.5896137992540444,0.39052716729135395,1.0059604691774158,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_634_dist-1e-05_beta0.001_alpha0.01_trav500_blk1_temp0.01_eps-0.01
run_635_dist-1e-05_beta0.001_alpha0.01_trav500_blk1_temp1.0_eps-0.01,Distance,1e-05,,0.001,0.01,1.0,500,-0.01,1.0,0.0,0.998101822454425,3,3.0,0.0,0.3003141920747509,0.3003141920747509,0.3163407790117194,0.5835850113304264,1.058652545916466,0.5986261040315601,0.5364059777434398,-12.179901714314708,-0.8989814611494418,-4.003443467870027,0.5017261510722855,0.0170531024630283,0.0099009900990099,7.0,700.0,-0.006904631719927,-1.5092918278954397,0.0225999488574977,0.9698,1.0,20.0,20.0,1220.3,111.29,2.9957,1.02056000669577,12.852460193997409,0.5039406825778948,0.7154007047503579,0.5661111835475525,0.6790907421529423,1.1372969166285265,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_635_dist-1e-05_beta0.001_alpha0.01_trav500_blk1_temp1.0_eps-0.01
run_636_dist-1e-05_beta0.001_alpha0.03_trav500_blk1_temp0.0001_eps-0.01,Distance,1e-05,,0.001,0.03,0.0001,500,-0.01,0.0441960117419288,0.616212616789166,0.5602719903242,75,3.31470088064466,0.0717546016200296,0.7284191218084296,0.7284191218084296,0.7284191218084296,0.3685759246854061,0.3911788971745916,0.6469708943661145,0.2932038647302388,8.485120716851545,-11.26243344802615,-12.016188064359842,0.9946547951477483,0.112004225906642,0.0001428367376089,1.0,7000.0,-5.226195867709442,-16.298222284149155,0.1937671262298101,0.4234,0.1,2.0,20.0,225.7,7.3,0.9925,0.511730240737274,18.526425892460352,0.3875865334415206,0.3587169519319099,0.8160318515349346,0.5222964442895602,1.0331405567687155,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_636_dist-1e-05_beta0.001_alpha0.03_trav500_blk1_temp0.0001_eps-0.01
run_637_dist-1e-05_beta0.001_alpha0.03_trav500_blk1_temp0.001,Distance,1e-05,,0.001,0.03,0.001,500,0.0,1.0,0.0,0.997590052196636,3,3.0,0.0,0.3013172624846923,0.3013172624846923,0.3075536913580808,0.580454188259442,1.0293512731602008,0.5398549600852607,0.5795893728692021,-12.131482574328693,-1.049887337183982,-4.355193106811703,0.8528582440374513,0.999999958663462,0.0001428367376089,1.0,7000.0,-1.7571969001059955,-58.51421921363758,0.3214580145504357,0.9663,0.95,19.0,20.0,1437.0,83.08,2.9799,1.02056108687197,12.932240326781752,0.7276553950239857,0.7154014619413213,0.5696252520381297,0.980559933583156,1.3408094431558446,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_637_dist-1e-05_beta0.001_alpha0.03_trav500_blk1_temp0.001
run_638_dist-1e-05_beta0.001_alpha0.03_trav500_blk1_temp0.001_eps-0.01,Distance,1e-05,,0.001,0.03,0.001,500,-0.01,0.0053333333333333,0.661458268074815,-0.303178199369528,75,0.4,0.288687163080594,0.2405415548843713,0.2405415548843713,0.2398498218575838,0.5654360331527829,1.026261910394544,0.7060143165029014,0.7311827730929958,-15.065182407245688,-1.7737633919494702,-4.3922796267870945,0.9952280083722488,0.1278776463218739,0.3333333333333333,1.0,2.0,-5.340208115268442,-45.817142704410806,0.074682861355343,0.5018,0.1,2.0,20.0,297.6,9.74,1.3457,1.33937612070679,15.792342380220042,0.27905421703856337,0.9388870957051677,0.6956039155857464,0.3760425421107661,1.2275103988712415,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_638_dist-1e-05_beta0.001_alpha0.03_trav500_blk1_temp0.001_eps-0.01
run_639_dist-1e-05_beta0.001_alpha0.03_trav500_blk1_temp0.01,Distance,1e-05,,0.001,0.03,0.01,500,0.0,1.0,0.0,0.997938771862898,3,3.0,0.0,0.3147946068083959,0.3147946068083959,0.3366242667326713,0.5778287720760225,1.0505300748792292,0.60438502218718,0.4843194716632804,-11.480918650817827,-1.1764325683041812,-4.100950367260646,0.5676903535333646,0.9008805901981176,0.0001428367376089,1.0,7000.0,-0.2724340121291848,-18.870610102778308,0.1582824065681594,0.9723,1.0,20.0,20.0,1205.4,106.63,2.9956,1.02056032298454,12.247990878882897,0.6792488844237793,0.71540092646511,0.5394861767992356,0.9153292142842685,1.2808869548351447,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_639_dist-1e-05_beta0.001_alpha0.03_trav500_blk1_temp0.01
