run_id,reg_type,reg_value,l1,beta,alpha,temp,travel,eps,peak_fraction,pruning_fraction,correlation,age_cap,peak_age,decay_rate,modularity,modularity_louvain,modularity_leiden,efficiency,rich_club,small_worldness,participation,z_mod,z_eff,z_rc,baseline_stay,reward_modulation,timescale_balance,fitted_alpha_hl,fitted_beta_hl,beta0,beta1,std_X,mean_accuracy,fraction_solved,n_tasks_solved,n_tasks_total,mean_speed,switch_rate,entropy,dist_synaptic,dist_network,dist_cognitive,norm_dist_synaptic,norm_dist_network,norm_dist_cognitive,grand_distance,human_syn_peak,human_syn_decay,human_syn_corr,human_net_modularity,human_net_efficiency,human_net_rich_club,human_cog_baseline_stay,human_cog_reward_mod,human_cog_timescale_bal,path
run_026_l1-1e-05_beta0.001_alpha0.03_trav50_blk1_temp0.0001,L1,1e-05,1e-05,0.001,0.03,0.0001,50,0.0,0.131796821509023,1.01120355413019,0.921116690580039,24,3.16312371621656,0.100924275522733,0.2199046382457577,0.2199046382457577,0.2251760723609979,0.2806870238678252,1.029351280477428,0.1415349908300786,0.2998575905379038,-16.061345533683774,-15.498684194517399,-4.355193018971422,0.9932402980620818,0.1636325994313425,0.0476190476190476,1.0,20.0,-4.98999382971709,-30.8339072299317,0.1089798620927227,0.6592,0.25,5.0,20.0,466.3,8.79,2.3525,0.667383592504861,22.740794584760327,0.32785174253890476,0.46782814267101747,1.0,0.44180017778673036,1.1891385824063572,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_026_l1-1e-05_beta0.001_alpha0.03_trav50_blk1_temp0.0001
run_027_l1-1e-05_beta0.001_alpha0.03_trav50_blk1_temp1.0,L1,1e-05,1e-05,0.001,0.03,1.0,50,0.0,0.753484489078633,0.0167100195392129,0.958923598699162,9,6.7813604017077,0.0097881830856331,0.3048541531147198,0.3048541531147198,0.3100826294100893,0.5470449554087833,1.0343489538971595,0.5443972004938735,0.5719334433158756,-11.960753579800253,-2.6602145376237414,-4.295198020270791,0.499118706353618,0.0135896725318372,0.0277777777777777,10.0,350.0,0.0035251782361048,-1.5842775391845316,0.01715678103663,0.9759,1.0,20.0,20.0,1188.1,19.23,2.9957,0.787774614545486,12.984032255668012,0.49886694665305054,0.5522208500555954,0.5719065265737012,0.6722535741809798,1.041129103604746,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_027_l1-1e-05_beta0.001_alpha0.03_trav50_blk1_temp1.0
run_027_l1-1e-05_beta0.001_alpha0.03_trav50_blk1_temp1.0,L1,1e-05,1e-05,0.001,0.03,1.0,50,0.0,0.753484489078633,0.0167100195392129,0.958923598699162,9,6.7813604017077,0.0097881830856331,0.3048541531147198,0.3048541531147198,0.3100826294100893,0.5470449554087833,1.0343489538971595,0.5443972004938735,0.5719334433158756,-11.960753579800253,-2.6602145376237414,-4.295198020270791,0.499118706353618,0.0135896725318372,0.0277777777777777,10.0,350.0,0.0035251782361048,-1.5842775391845316,0.01715678103663,0.9759,1.0,20.0,20.0,1188.1,19.23,2.9957,0.787774614545486,12.984032255668012,0.49886694665305054,0.5522208500555954,0.5719065265737012,0.6722535741809798,1.041129103604746,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_027_l1-1e-05_beta0.001_alpha0.03_trav50_blk1_temp1.0
run_028_l1-1e-05_beta0.001_alpha0.1_trav50_blk1_temp0.0001,L1,1e-05,1e-05,0.001,0.1,0.0001,50,0.0,0.128684561839957,0.868080097092741,0.964484815677288,33,4.24659054071857,0.0471887476419626,0.2132581662845327,0.2132581662845327,0.2128584328627057,0.3060030939488531,1.123701260966043,0.0916940366010767,0.3308570717634406,-16.382176906151912,-14.278447966946711,-3.2225605955580585,0.9890164638170936,0.8421497332031027,0.0909090909090909,1.0,10.0,-4.500313537454274,-66.02391623494304,0.0935236606514363,0.7781,0.65,13.0,20.0,377.9,12.34,2.7048,0.521914530850685,21.968948389062803,0.5758427380981946,0.36585602094962044,0.9676643371076872,0.7759831382893766,1.2932032818874915,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_028_l1-1e-05_beta0.001_alpha0.1_trav50_blk1_temp0.0001
run_028_l1-1e-05_beta0.001_alpha0.1_trav50_blk1_temp0.0001,L1,1e-05,1e-05,0.001,0.1,0.0001,50,0.0,0.128684561839957,0.868080097092741,0.964484815677288,33,4.24659054071857,0.0471887476419626,0.2132581662845327,0.2132581662845327,0.2128584328627057,0.3060030939488531,1.123701260966043,0.0916940366010767,0.3308570717634406,-16.382176906151912,-14.278447966946711,-3.2225605955580585,0.9890164638170936,0.8421497332031027,0.0909090909090909,1.0,10.0,-4.500313537454274,-66.02391623494304,0.0935236606514363,0.7781,0.65,13.0,20.0,377.9,12.34,2.7048,0.521914530850685,21.968948389062803,0.5758427380981946,0.36585602094962044,0.9676643371076872,0.7759831382893766,1.2932032818874915,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_028_l1-1e-05_beta0.001_alpha0.1_trav50_blk1_temp0.0001
run_029_l1-1e-05_beta0.001_alpha0.1_trav50_blk1_temp1.0,L1,1e-05,1e-05,0.001,0.1,1.0,50,0.0,0.867215399835643,0.0135300823110374,0.983181564450162,3,2.60164619950693,0.0466035275122112,0.2970610529634636,0.2970610529634636,0.3035530345662085,0.539886130429948,1.0383195689369993,0.5353904311976114,0.4868902846354394,-12.336933759585193,-3.0052703680924346,-4.247532431876124,0.4940617015496609,0.0293934623612319,0.4166666666666667,5.0,7.0,0.0237543107200197,-6.414916902403739,0.0091680309860911,0.9714,1.0,20.0,20.0,1634.5,19.24,2.9957,0.89212657832313,13.389291106461416,0.4565979924319173,0.6253703639879639,0.5897569275244019,0.6152935856656225,1.057112823817174,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_029_l1-1e-05_beta0.001_alpha0.1_trav50_blk1_temp1.0
run_030_l1-1e-05_beta0.003_alpha0.01_trav50_blk1_temp0.0001,L1,1e-05,1e-05,0.003,0.01,0.0001,50,0.0,0.0908446378841541,0.621043066037426,0.976177299267884,30,2.72533913652462,0.111608092506493,0.2027749478864401,0.2027749478864401,0.2156382465817113,0.319573053487075,1.0297007730375891,0.2139656481767143,0.3214330944779667,-16.888211591345016,-13.624375032948322,-4.350997505593145,0.9954749154855717,0.004692577562785,0.0909090909090909,1.0,10.0,-5.393583671082555,-4.237631141385369,0.1180675631826145,0.7963,0.6,12.0,20.0,270.0,4.34,2.4006,0.27187501528208,22.130667976501375,0.40933010135037423,0.19058122624904592,0.9747875855492913,0.5515972254702778,1.136130071728636,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_030_l1-1e-05_beta0.003_alpha0.01_trav50_blk1_temp0.0001
run_031_l1-1e-05_beta0.003_alpha0.01_trav50_blk1_temp1.0,L1,1e-05,1e-05,0.003,0.01,1.0,50,0.0,0.583730481100915,0.032887066082982,0.839530179994436,18,10.5071486598165,0.0055916837435986,0.3000324725824931,0.3000324725824931,0.3168845968688769,0.551283242200435,1.0766625485533707,0.5231571480603651,0.5508823871573119,-12.19350057576773,-2.455928838087639,-3.7872408483604234,0.5013588366500202,2.098022123442345e-05,0.0140845070422535,1.0,70.0,-0.0054353599815072,-0.0003121372529313,0.1344304532453191,0.9742,1.0,20.0,20.0,976.2,19.23,2.9957,0.649292303432305,13.002162742885826,0.5126454992328188,0.4551463592703015,0.5727051185492643,0.690821012414629,1.0061724665101457,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_031_l1-1e-05_beta0.003_alpha0.01_trav50_blk1_temp1.0
run_032_l1-1e-05_beta0.003_alpha0.03_trav50_blk1_temp0.0001,L1,1e-05,1e-05,0.003,0.03,0.0001,50,0.0,0.07391001723932,0.798441533856108,0.969024002343073,57,4.21287098264124,0.0542548346193708,0.2303708671585555,0.2303708671585555,0.2347447369983851,0.3541427614360688,1.0781133651830077,0.1897710814099915,0.3918757605572314,-15.556130946719692,-11.958112857149041,-3.769824395843484,0.9921888347537818,0.1243064219278589,0.0625,1.0,15.0,-4.844359294801683,-28.518234683258257,0.1015518705948368,0.7834,0.6,12.0,20.0,393.1,9.69,2.588,0.446117478806646,19.980021249020233,0.339100376740338,0.312723168305445,0.8800582383340678,0.4569583970219427,1.0397640402819872,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_032_l1-1e-05_beta0.003_alpha0.03_trav50_blk1_temp0.0001
run_033_l1-1e-05_beta0.003_alpha0.03_trav50_blk1_temp1.0,L1,1e-05,1e-05,0.003,0.03,1.0,50,0.0,0.803456414779542,0.0056397222288492,0.997755208105436,6,4.82073848867725,0.0062057058654722,0.3108619932356981,0.3108619932356981,0.3222536610015104,0.5337626067934096,1.0140630298287034,0.5059061941398224,0.4812320604120781,-11.670749559196913,-3.3004246063993237,-4.5387221335758,0.4993473589206534,0.0089801761101158,0.0212765957446808,5.0,230.0,0.0026105657999809,-0.6096277933635986,0.0294620190137702,0.9745,1.0,20.0,20.0,888.8,19.23,2.9957,0.836669090376893,12.949872449635631,0.5047264559122061,0.5864953094099635,0.5704018926023953,0.6801496195470669,1.0639260181113643,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_033_l1-1e-05_beta0.003_alpha0.03_trav50_blk1_temp1.0
run_034_l1-1e-05_beta0.003_alpha0.1_trav50_blk1_temp0.0001,L1,1e-05,1e-05,0.003,0.1,0.0001,50,0.0,0.129332582692433,0.761163158869235,0.96105542858153,36,4.65597297692759,0.0425098924012306,0.2290172662653386,0.2290172662653386,0.2336007619222433,0.3714002606817551,1.1128980595969709,0.1976871790883264,0.4319217586392506,-15.621470518582543,-11.126300268960584,-3.352248551866129,0.988454946172001,0.7824694914661152,0.0909090909090909,1.0,10.0,-4.449885958350471,-60.20702487224271,0.0951753481291165,0.797,0.6,12.0,20.0,475.9,12.37,2.8005,0.417572832803316,19.469526681239696,0.5226042591258858,0.2927137031748765,0.8575725290147106,0.7042410475110424,1.1476355726215908,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_034_l1-1e-05_beta0.003_alpha0.1_trav50_blk1_temp0.0001
run_035_l1-1e-05_beta0.003_alpha0.1_trav50_blk1_temp1.0,L1,1e-05,1e-05,0.003,0.1,1.0,50,0.0,0.903243794819476,0.0024037768074391,0.984564467988138,3,2.70973138445843,0.0108807509358301,0.3091883475066704,0.3091883475066704,0.3111583234180584,0.5822487200908056,1.0091356489894825,0.4939150676987001,0.4096424577845611,-11.751537992429155,-0.9633907859755951,-4.59787329897197,0.4927518473401705,0.0315015477823929,0.0021382751247327,15.0,7000.0,0.0289946417588683,-5.642362661097084,0.0111721267350779,0.967,1.0,20.0,20.0,864.5,19.24,2.9957,0.92964816228001,12.655718307050291,0.5048924752052499,0.6516725583028383,0.5574453109603703,0.6803733406492175,1.0946827305766937,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_035_l1-1e-05_beta0.003_alpha0.1_trav50_blk1_temp1.0
run_036_l1-0.0001_beta0.0001_alpha0.01_trav50_blk1_temp0.0001,L1,0.0001,0.0001,0.0001,0.01,0.0001,50,0.0,0.0053333333333333,0.911593806678496,-0.665402603538308,75,0.4,1.22235354453256,0.3357197756982695,0.3357197756982695,0.3357197756982695,0.5890316129782129,2.0675843697245844,0.5614556467910318,0.0899628987663161,-10.47084132058436,-0.6364549068105035,8.10836504274802,0.9968807072896868,0.0059509325498546,0.125,1.0,7.0,-5.767024830428056,-14.6206290149261,0.0582879503666537,0.1107,0.05,1.0,20.0,229.5,3.24,0.9868,1.75652000994678,13.25855106999698,0.39560938225522124,1.0,0.5839982326393168,0.5331077213771859,1.274855983363541,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_036_l1-0.0001_beta0.0001_alpha0.01_trav50_blk1_temp0.0001
run_037_l1-0.0001_beta0.0001_alpha0.01_trav50_blk1_temp1.0,L1,0.0001,0.0001,0.0001,0.01,1.0,50,0.0,0.146232594339606,0.286137855952686,0.989662587345163,18,2.6321866981129,0.0655206204371818,0.23336485174922,0.23336485174922,0.2453014917140107,0.3475000660427003,1.0325916835998663,0.3035002189098688,0.3828935553666703,-15.41160853077102,-12.278291207965808,-4.31629332209394,0.5013699629164596,0.0026299787273501,0.0002856326763781,2.0,7000.0,-0.0054798653786693,-0.0666826443807859,0.0788812309221901,0.9624,0.95,19.0,20.0,1670.8,19.23,2.9957,0.124249587718976,20.17187399662454,0.5179331225088021,0.08709751708465147,0.8885087594307097,0.6979464066105177,1.1332091508490143,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_037_l1-0.0001_beta0.0001_alpha0.01_trav50_blk1_temp1.0
run_038_l1-0.0001_beta0.0001_alpha0.03_trav50_blk1_temp0.0001,L1,0.0001,0.0001,0.0001,0.03,0.0001,50,0.0,0.0053333333333333,0.835550388624733,-0.277716384120057,75,0.4,0.218729526156765,0.1927066886355317,0.1927066886355317,0.1969276995047165,0.3219922070660242,1.1682924392981595,0.1055380760948538,0.2897467743934374,-17.374215813235786,-13.507771672804232,-2.6872619752975395,0.976777610402758,0.7357321683612996,0.0909090909090909,1.0,10.0,-3.7391421190213374,-19.969277202298613,0.2385708943513852,0.6869,0.35,7.0,20.0,459.5,14.7,2.8132,1.36579951290402,22.170806201249988,0.477897193992702,0.9574095865687828,0.976555550403876,0.6439955561459333,1.5116296291797586,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_038_l1-0.0001_beta0.0001_alpha0.03_trav50_blk1_temp0.0001
run_039_l1-0.0001_beta0.0001_alpha0.03_trav50_blk1_temp1.0,L1,0.0001,0.0001,0.0001,0.03,1.0,50,0.0,0.167547646139842,0.216496184820774,0.982020861754876,12,2.01057175367811,0.121633378185751,0.2783362152533947,0.2783362152533947,0.2818767402605565,0.3530985766260849,1.0225831783822286,0.3472354110084026,0.3982430745626327,-13.24079906087766,-12.008442633032237,-4.436441280373234,0.4985945118845613,0.0152411966663055,0.0066225165562913,10.0,1500.0,0.0056219672692746,-1.6214548174931256,0.0188010140566807,0.9681,1.0,20.0,20.0,1411.7,19.23,2.9957,0.186758513086652,18.417477174563423,0.5086188703378324,0.13091554735021887,0.8112329969418332,0.6853948848976308,1.0700485989472965,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_039_l1-0.0001_beta0.0001_alpha0.03_trav50_blk1_temp1.0
run_040_l1-0.0001_beta0.0001_alpha0.1_trav50_blk1_temp0.0001,L1,0.0001,0.0001,0.0001,0.1,0.0001,50,0.0,0.0053333333333333,0.811700387425042,-0.122627983755853,75,0.4,0.116118982617635,0.2670553353639926,0.2670553353639926,0.2667294426255274,0.2661809312435201,1.0476327162816583,0.0911656988312386,0.2790279963451474,-13.785337606843033,-16.19787880426602,-4.135731956751916,0.973560198409906,0.8604888844954383,0.3333333333333333,1.0,2.0,-3.606089149194768,-53.47912086650827,0.1014684015235123,0.6759,0.3,6.0,20.0,658.9,15.96,2.9205,1.21275073781972,21.668204575147204,0.5652575764096429,0.8501241738168341,0.954417500792265,0.7617189886475656,1.4878977432581106,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_040_l1-0.0001_beta0.0001_alpha0.1_trav50_blk1_temp0.0001
run_041_l1-0.0001_beta0.0001_alpha0.1_trav50_blk1_temp1.0,L1,0.0001,0.0001,0.0001,0.1,1.0,50,0.0,0.221002076800057,0.106966037159201,0.98524602441227,9,1.98901869120051,0.104017590252065,0.2520590166113296,0.2520590166113296,0.2649475099311399,0.4181457645913268,1.0261201068786363,0.427081257861969,0.4543776101973416,-14.509223836327674,-8.87316393445291,-4.393981919241628,0.4927804863906305,0.0284977445813658,0.0021382751247327,15.0,7000.0,0.0288800615738332,-3.731998789362527,0.0152794291207984,0.9641,0.95,19.0,20.0,1661.2,19.24,2.9957,0.30523884286435,17.565810304308688,0.5066211011720894,0.21396888166266884,0.7737197012279646,0.6827027693524546,1.0538064004691634,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_041_l1-0.0001_beta0.0001_alpha0.1_trav50_blk1_temp1.0
run_042_l1-0.0001_beta0.001_alpha0.01_trav50_blk1_temp0.0001,L1,0.0001,0.0001,0.001,0.01,0.0001,50,0.0,0.0053333333333333,0.878253259458157,-0.586168588931985,75,0.4,0.87391933212714,0.1310513742097205,0.1310513742097205,0.1339933382027293,0.213471200088984,1.0034679394641848,0.000287946733716,0.2654193549906615,-20.35037508428789,-18.738491280626516,-4.665911803501555,0.9942027309102818,0.005908348205827,0.2857142857142857,2.0,5.0,-5.144554180429765,-5.651982321167976,0.0872370410035155,0.4695,0.05,1.0,20.0,567.5,5.03,1.7656,1.67083509838086,28.054225252239217,0.3688760023460661,1.0,1.0,0.4970828648208618,1.4990301446263563,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_042_l1-0.0001_beta0.001_alpha0.01_trav50_blk1_temp0.0001
run_043_l1-0.0001_beta0.001_alpha0.01_trav50_blk1_temp1.0,L1,0.0001,0.0001,0.001,0.01,1.0,50,0.0,0.250628232845263,0.122649796299818,0.994117056319596,9,2.25565409560737,0.046657950664359,0.2400452343656926,0.2400452343656926,0.2509147265379664,0.3747469650925235,1.060772115895504,0.2927603263776908,0.4166249204971736,-15.08914025948982,-10.964988898281032,-3.9779989084804077,0.5013467299521492,0.0,0.3333333333333333,1.0,2.0,-0.0053869328355297,0.0690102160072671,0.0896953235757552,0.9619,1.0,20.0,20.0,1364.4,19.23,2.9957,0.311280790919396,19.071906318610473,0.45161603407584533,0.21820421703568574,0.8400585798802277,0.6085800935536279,1.0600383145114538,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_043_l1-0.0001_beta0.001_alpha0.01_trav50_blk1_temp1.0
run_044_l1-0.0001_beta0.001_alpha0.03_trav50_blk1_temp0.0001,L1,0.0001,0.0001,0.001,0.03,0.0001,50,0.0,0.0053333333333333,0.902748087688641,-0.0907028363183508,75,0.4,0.162385647701574,0.2790235529412535,0.2790235529412535,0.2754102315151421,0.2802925442097178,1.0510306295453025,0.0544328832729523,0.1751570256030005,-13.207620632527803,-15.517698139743562,-4.094941415890976,0.9788629737657766,0.9999750893374236,0.0001428367376089,1.0,7000.0,-3.83536536677086,-22.878852235028603,0.630976638567383,0.6338,0.2,4.0,20.0,538.4,13.55,2.7245,1.22133182890766,20.784820026369104,0.7459783966109735,0.8561394189484899,0.9155071392826487,1.0,1.6034737374696715,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_044_l1-0.0001_beta0.001_alpha0.03_trav50_blk1_temp0.0001
run_045_l1-0.0001_beta0.001_alpha0.03_trav50_blk1_temp1.0,L1,0.0001,0.0001,0.001,0.03,1.0,50,0.0,0.174742880137227,0.518247276681283,0.94548550318805,30,5.2422864041168,0.0390536366327408,0.2432476335233824,0.2432476335233824,0.2494994980203874,0.3614038388136208,1.0397821783864811,0.3107020026013838,0.4492591658868303,-14.934557478888864,-11.608128454399152,-4.229974411443106,0.4989275345541535,0.0161343376013926,0.032258064516129,5.0,150.0,0.0042898683622335,-0.998514054846693,0.032319649353239,0.9669,1.0,20.0,20.0,1589.5,19.23,2.9957,0.217149231359088,19.38252658518827,0.4952769369306101,0.15221908768819675,0.8537404434372406,0.6674158175738387,1.0942976144380463,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_045_l1-0.0001_beta0.001_alpha0.03_trav50_blk1_temp1.0
run_046_l1-0.0001_beta0.001_alpha0.1_trav50_blk1_temp0.0001,L1,0.0001,0.0001,0.001,0.1,0.0001,50,0.0,0.0053333333333333,0.832046852287327,-0.0894879875247138,75,0.4,0.113204417135001,0.2529115350983014,0.2529115350983014,0.2496841373134269,0.2823057846497379,1.0473944037768503,0.0330533177722911,0.1931026003980188,-14.46807197744295,-15.420659819346277,-4.138592799631295,0.9783056691580326,0.9831284403256018,0.25,1.0,3.0,-3.808771191462067,-40.32162955654968,0.1952894845765095,0.737,0.45,9.0,20.0,528.6,15.23,2.8932,1.1901573775315,21.546456933092983,0.6807539480522485,0.8342864908125758,0.9490548931127151,0.9173573791294168,1.5615004642768255,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_046_l1-0.0001_beta0.001_alpha0.1_trav50_blk1_temp0.0001
run_047_l1-0.0001_beta0.001_alpha0.1_trav50_blk1_temp1.0,L1,0.0001,0.0001,0.001,0.1,1.0,50,0.0,0.162072956830622,0.38205210395348,0.983243280621765,24,3.88975096393492,0.0801302044115933,0.2557103906592584,0.2557103906592584,0.255411322429132,0.3330942176523943,1.066564981802466,0.2918453448729706,0.405850703274025,-14.332968620925305,-12.97265403910348,-3.9084579534454154,0.4922859291060685,0.0370601042690534,0.1666666666666666,20.0,100.0,0.0308587321407176,-9.962142607497109,0.0074453679091044,0.9671,1.0,20.0,20.0,1487.7,19.24,2.9957,0.123385876487139,19.72307749517169,0.4384786218734583,0.0864920655483351,0.8687406594113738,0.5908766310015464,1.0541946707231373,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_047_l1-0.0001_beta0.001_alpha0.1_trav50_blk1_temp1.0
